followers,followings,tweets_count,tweets_likes,replies_count,replies_likes,retweets_count,retweets_with_comment_count,retweets_with_comment_likes,retweeteds,replieds
2,0,3,0,19,6,0,14,5,1,1
1216,1804,78,2507,242,306,337,73,927,205,224
239,543,21,327,106,189,411,14,77,663,76
561,964,32,530,75,78,2,1,0,21,16
74,71,46,524,51,65,3,2,6,12,30
244,355,1,0,0,0,1436,0,0,182,0
21,52,1,0,57,48,4,0,0,12,0
178,299,2,0,106,123,0,0,0,5,60
59,107,58,186,28,33,1,7,3,25,2
27,24,59,341,67,72,3,3,10,1,10
87,178,9,77,10,37,6,0,0,7,2
37,15,13,97,0,0,150,0,0,270,1
14,17,10,53,1,0,2,0,0,1,3
154,333,16,113,0,0,209,0,0,76,0
16,143,9,59,15,17,14,5,5,1,1
17,37,2,7,0,0,0,0,0,4,0
1318,2665,7,499,2,21,806,0,0,2,11
144,390,8,11,0,0,0,0,0,1,0
118,193,7,106,112,99,30,2,94,2,22
34,88,22,164,16,9,16,6,27,60,2
132,177,7,36,5,12,0,0,0,1,5
391,393,9,141,79,98,22,0,0,24,8
86,677,96,345,0,0,46,0,0,15,1
1101,1408,144,1569,35,87,3,24,96,159,25
60,122,10,661,11,5,0,0,0,16,2
31,230,1,0,4,19,0,1,0,1,0
106,205,19,492,38,33,17,0,0,4,2
60,103,33,463,62,64,4,2,8,10,12
371,982,11,435,6,8,14,0,0,35,3
308,526,9,138,3,6,95,0,0,46,2
35,38,62,204,3,1,0,0,0,118,0
1886,532,62,2669,37,270,2,0,0,5,33
31,51,96,126,8,16,0,0,0,4,6
8,34,3,0,23,17,7,3,1,0,2
73,131,15,304,4,6,3,0,0,14,0
72,226,4,23,18,29,21,0,0,8,13
6,9,3,1,3,2,4,2,1,0,1
16,5,2,12,0,0,0,1,2,24,0
85,57,51,856,76,89,19,5,41,11,74
2,0,26,43,6,3,0,0,0,2,1
212,483,8,171,14,50,445,1,10,234,5
71,107,102,1299,134,184,6,8,64,11,116
105,145,14,227,0,0,317,1,0,158,0
3,3,1,0,31,8,87,0,0,143,4
38,0,9,272,2,27,822,0,0,392,0
4,16,7,0,16,0,216,0,0,7,15
255,102,66,1229,158,187,23,4,22,21,98
24,21,5,63,0,0,380,0,0,51,0
202,253,18,795,19,43,71,0,0,99,9
19,17,101,15,0,0,3,0,0,2,2
72,145,12,47,33,111,37,5,12,18,4
1,0,24,23,0,0,384,0,0,384,0
27,39,26,107,16,15,2,0,0,3,2
1093,1143,11,107,1,0,162,34,116,9,7
559,432,104,6918,243,1319,1365,37,304,3250,353
79,89,24,383,72,109,2,7,49,3,62
188,86,105,1218,51,151,70,3,6,289,99
2126,2927,14,846,22,19,210,3,22,11,12
39,62,2,1,0,0,259,0,0,11,0
30,210,26,159,1,0,12,0,0,10,0
74,76,24,79,40,59,11,1,0,25,24
109,0,9,186,1,1,119,0,0,37,2
36,46,33,46,44,47,15,9,12,9,4
149,301,27,143,23,47,0,0,0,17,1
47,48,4,72,0,0,3,0,0,7,0
3,2,1,0,1,4,0,0,0,1,0
4,2,3,3,0,0,0,0,0,1,0
1365,2606,38,756,77,217,28,3,11,13,38
15,46,2,5,15,39,2,1,1,2,1
6,3,4,0,115,29,0,10,1,12,22
8,3,94,5,0,0,0,7,2,0,0
8,25,17,31,2,1,3,1,2,1,1
33,68,67,67,33,96,0,2,0,7,1
36,13,22,276,1,0,1,0,0,137,0
9,0,2,7,0,0,330,0,0,236,0
268,419,1,0,6,13,636,0,0,274,0
43,90,10,3,4,5,184,6,2,21,0
178,386,21,16,48,46,295,120,79,13,18
526,483,16,396,158,162,52,0,0,18,34
151,196,30,42,67,48,8,0,0,6,33
67,155,9,55,8,38,1,0,0,6,8
20,4,5,276,19,36,4,1,1,29,10
57,19,3,1,4,0,124,6,0,107,1
1,8,1,0,3,1,0,0,0,0,0
468,458,11,630,94,105,13,5,0,68,48
175,0,69,321,0,0,3628,0,0,698,0
38,32,109,558,0,0,6,0,0,244,0
95,146,4,56,28,32,2,0,0,5,6
4,0,1,0,69,44,4,0,0,2,3
131,177,65,526,0,0,1361,0,0,1408,1
133,292,5,34,3,2,0,1,9,2,0
14,107,70,36,32,18,0,0,0,2,5
2179,2347,47,3060,164,384,169,18,139,815,121
2126,2122,361,27966,157,216,122,24,200,598,481
33,74,5,8,102,57,19,0,0,2,4
25,31,2,686,0,0,1,0,0,74,6
266,254,21,1576,10,12,0,0,0,36,11
565,1161,13,63,24,56,647,129,180,49,16
622,681,12,56,3,1,148,0,0,30,1
531,452,105,2800,76,90,20,6,12,41,109
926,1156,34,2162,25,271,92,6,69,524,20
55,33,24,228,56,63,23,10,18,6,32
196,918,41,173,0,0,77,0,0,14,1
13,0,3,9,0,0,1,0,0,3,0
16,4,153,541,0,0,0,0,0,550,3
311,1850,84,119,1,0,58,2,1,2,0
26,36,4,95,2,4,3,0,0,6,1
7,2,3,28,0,0,4,0,0,6,0
21,59,34,22,48,95,42,2,1,5,2
213,639,31,107,72,40,157,0,0,33,4
249,343,42,2140,58,39,11,2,7,31,16
49,60,4,9,60,16,0,0,0,2,1
11,16,6,13,7,1,0,0,0,1,0
4,7,1,0,0,0,204,0,0,22,0
3,10,1,0,22,19,0,0,0,1,0
89,146,132,187,67,66,36,17,2,16,41
892,922,12,954,215,301,15,7,74,173,300
559,558,4,286,99,159,26,0,0,38,13
241,1739,1,0,23,33,21,1,0,9,3
1,25,3,1,7,1,0,0,0,3,0
3,17,5,4,14,2,0,0,0,1,0
2,1,25,17,0,0,0,0,0,6,0
5,8,6,3,1,1,211,1,0,475,4
60,100,27,58,87,88,72,1,5,4,6
335,1045,2,18,30,32,860,6,0,550,0
84,93,48,689,130,218,49,11,34,49,49
1185,1028,76,15882,153,1608,273,12,348,1134,540
1,0,1,0,88,28,0,0,0,1,11
210,327,5,2,15,27,312,1,0,417,0
84,172,6,406,66,66,3,0,0,3,6
583,1052,149,1658,44,61,19,0,0,471,13
14,25,3,7,0,0,1,0,0,1,0
31,138,31,8,68,52,0,3,0,2,6
16,55,14,158,0,0,33,0,0,57,0
308,315,16,516,40,54,2,0,0,4,4
183,302,3,3,0,0,314,0,0,128,1
689,1747,2,182,6,4,0,0,0,18,0
89,73,12,507,0,0,215,0,0,366,2
15,19,4,34,8,43,5,0,0,21,2
85,138,28,125,0,0,68,0,0,9,0
5,8,28,64,6,4,2,0,0,10,1
185,65,43,932,33,112,70,4,17,301,20
164,301,8,70,3,5,50,0,0,15,1
409,451,51,1277,192,333,15,0,0,58,181
62,166,14,53,36,104,175,54,20,231,3
111,222,31,38,93,102,50,5,16,2,5
76,134,9,99,5,11,33,13,33,20,4
37,16,9,436,14,9,0,3,13,34,10
12,17,10,50,28,11,3,0,0,2,5
34,21,11,85,44,53,4,0,0,12,8
4,2,12,30,3,0,18,0,0,18,1
124,0,89,2131,9,82,170,0,0,1041,10
282,463,1,0,0,0,197,7,1,24,0
31,0,9,2,0,0,121,2,1,12,0
97,97,43,265,26,24,32,1,0,25,9
9,24,14,7,23,23,43,7,2,2,5
413,472,34,344,90,114,32,3,11,13,15
11,6,9,4,3,0,19,3,2,1,1
2,30,3,0,3,0,0,0,0,1,0
206,539,54,838,7,3,25,0,0,115,4
299,304,28,571,214,252,21,4,20,37,198
209,228,10,326,0,0,145,0,0,63,2
2,2,1,0,0,0,0,0,0,7,0
223,257,60,934,50,36,11,8,46,17,54
1,0,1,0,2,4,0,0,0,1,0
5,36,14,27,54,22,5,0,0,5,5
2,0,3,0,36,24,0,0,0,1,2
420,483,59,380,101,159,180,13,0,219,45
240,316,22,245,21,28,255,1,0,63,5
369,413,11,110,173,217,40,11,18,20,26
20,0,2,22,0,0,0,1,1,23,2
1,10,50,14,2,3,2,0,0,1,0
494,632,42,1494,61,397,400,59,349,450,38
82,139,49,188,9,5,14,1,1,24,2
232,333,1,0,1,14,104,0,0,6,0
263,952,8,125,0,0,0,0,0,3,0
240,1330,18,34,43,64,95,16,19,4,2
44,48,16,360,31,59,150,0,0,48,3
3,7,1,0,1,0,1,0,0,1,0
168,209,8,53,77,66,31,0,0,7,9
44,325,5,12,123,285,119,9,10,28,21
1,0,2,0,2,6,0,0,0,5,0
3,2,1,0,13,138,1,0,0,93,0
64,181,6,9,98,61,2,2,4,3,5
543,805,9,362,11,15,6,0,0,25,1
562,1039,21,95,0,0,281,0,0,74,0
31,21,48,549,0,0,74,6,9,367,0
5,2,5,50,0,0,92,2,0,16,0
332,546,15,170,6,52,119,1,3,40,0
2781,2765,50,20942,70,579,4431,183,181,1908,1132
12,57,3,0,129,94,0,5,1,11,2
38,69,4,21,0,0,1,0,0,4,0
1626,3187,26,2383,204,346,72,3,164,301,75
2,5,3,4,0,0,1,0,0,1,0
5,0,2,0,15,17,35,1,0,11,2
335,1075,16,43,70,57,43,4,9,38,39
11,24,11,18,9,13,5,16,9,10,1
63,0,5,64,0,0,4,1,6,8,1
192,216,12,137,73,103,36,14,25,65,10
5,10,15,311,153,62,15,8,26,92,44
81,6,22,648,0,0,1,1,0,20,0
56,116,10,12,46,23,67,0,0,1,7
13,0,1,0,33,264,43,0,0,60,0
27,103,4,79,6,4,146,1,1,21,2
510,1840,4,26,0,0,154,0,0,5,0
12,1,1,0,14,62,95,0,0,30,2
2,0,32,4,61,13,5,6,1,1,1
7,5,6,7,3,0,0,0,0,3,0
2,1,1,0,39,6,0,0,0,0,1
8,7,8,45,12,19,0,1,5,6,9
104,117,8,130,37,64,83,1,1,12,3
6,8,2,2,0,0,0,0,0,2,0
26,31,7,35,9,38,171,1,2,29,3
35,44,27,192,42,68,92,3,2,31,15
38,24,3,1,12,13,14,21,12,4,1
305,225,227,6159,144,227,28,25,214,261,151
24,75,13,72,3,2,0,17,109,20,0
136,0,46,266,0,0,0,0,0,26,0
1141,1087,48,1230,177,383,161,4,5,138,57
9,9,38,215,0,0,52,0,0,74,1
2,57,1,0,9,1,6,0,0,1,0
667,628,29,319,88,111,3,0,0,120,9
99,253,9,50,75,70,71,15,32,7,87
44,207,200,63,0,0,11,0,0,23,0
37,55,25,6,19,14,257,0,0,10,4
517,629,7,391,204,234,3,0,0,17,52
27,41,5,44,0,0,0,0,0,0,0
68,127,46,186,0,0,0,0,0,23,0
36,61,75,206,0,0,50,0,0,493,2
27,0,16,136,5,5,0,1,1,7,0
23,74,41,184,34,35,16,11,24,5,19
26,34,9,129,44,53,11,2,2,2,5
409,2362,139,623,3,3,57,0,0,32,3
281,246,5,227,96,199,2,3,36,30,33
268,378,80,519,160,290,14,33,42,24,31
473,585,26,391,80,77,0,0,0,10,25
1,9,7,2,6,5,88,0,0,10,0
122,140,7,104,17,17,157,0,0,42,8
24,0,4,52,15,11,207,0,0,156,1
24,68,28,47,0,0,142,0,0,495,0
509,448,36,1352,178,150,3,2,19,27,142
17,43,14,5,28,7,0,0,0,3,11
94,210,23,230,1,0,185,0,0,108,0
56,91,4,3,97,62,11,0,0,1,7
1323,394,9,1689,2,0,291,2,21,16,2
36,85,14,31,38,45,1,7,4,5,3
198,1242,26,104,0,0,10,0,0,1,0
41,59,2,0,101,88,26,0,0,2,47
501,463,211,2088,29,21,101,0,0,52,8
9,16,4,57,0,0,20,0,0,17,0
16,117,13,4,29,15,11,8,4,1,0
97,158,17,133,3,4,3,0,0,14,1
65,79,14,50,5,4,163,0,0,8,1
49,0,100,772,0,0,1,0,0,369,0
634,548,61,3994,169,158,2,5,6,95,65
3,0,4,16,1,3,0,0,0,7,1
6,32,18,11,8,1,1,3,0,3,2
1740,1897,30,8860,3,22,693,5,79,165,92
64,77,25,167,76,75,9,3,3,12,7
13,7,29,56,0,0,99,0,0,14,0
18,54,15,91,42,35,7,0,0,1,5
8,1,5,11,6,6,0,0,0,1,1
169,4,165,1467,0,0,7,0,0,121,0
18,52,3,0,3,5,8,0,0,5,0
316,412,25,866,71,68,14,1,0,60,19
749,838,3,174,43,48,81,0,0,16,11
108,111,19,245,18,33,107,7,15,107,0
127,1453,13,2,85,329,3,0,0,0,5
5,17,7,5,94,55,0,0,0,2,5
46,52,9,170,0,0,137,0,0,437,0
46,0,8,7,97,102,2,1,0,1,10
24,43,13,100,0,0,0,0,0,4,0
59,0,17,783,44,412,61,1,1,221,0
220,99,127,2105,87,93,152,17,114,49,130
78,105,10,47,23,18,225,3,1,665,6
29,76,20,43,26,15,125,0,0,337,7
413,523,61,317,34,37,224,2,0,207,7
741,2494,46,599,1,3,534,0,0,261,1
540,1141,7,65,0,0,273,0,0,15,1
1,3,2,1,0,0,1,0,0,1,0
339,270,125,936,34,59,174,0,0,319,20
56,147,12,353,0,0,169,0,0,133,0
51,80,35,264,81,132,134,17,3,32,70
2,2,1,0,16,52,0,0,0,1,2
2,0,1,0,0,0,0,0,0,0,0
75,112,4,120,108,168,1,0,0,6,25
531,376,39,1932,180,260,10,6,118,40,155
271,125,5,105,0,0,0,0,0,2,1
33,10,11,246,1,1,107,0,0,124,1
47,55,17,54,16,16,7,0,0,8,0
2656,2474,19,452,17,23,126,0,0,13,22
75,115,1,0,0,0,229,2,0,5,0
9,9,15,71,37,36,0,0,0,1,3
1131,2426,7,340,22,30,804,0,0,22,6
281,444,9,109,0,0,1501,0,0,128,0
102,263,102,16,1,1,0,0,0,6,0
7,6,7,21,1,1,2,1,2,6,0
3,0,1,0,37,10,0,0,0,1,0
4,7,12,70,5,0,0,0,0,27,2
71,97,45,260,4,9,21,0,0,37,0
131,312,35,288,0,0,353,0,0,328,0
79,163,15,23,0,0,225,0,0,196,0
323,1125,1,0,0,0,2,0,0,1,1
16,0,45,52,0,0,116,0,0,118,1
597,674,4,55,10,9,48,8,118,12,1
18,244,6,6,4,5,118,0,0,0,0
195,451,7,62,0,0,451,0,0,4,0
1205,4757,10,462,90,71,4,0,0,20,19
4,12,2,1,0,0,1,0,0,1,0
140,150,3,55,8,9,171,1,17,75,1
140,105,94,1701,138,116,88,16,46,103,59
338,244,21,740,126,154,24,8,45,20,37
8,0,21,99,0,0,0,0,0,20,0
120,122,37,182,60,91,12,17,57,47,9
638,197,7,65,3,5,293,0,0,103,0
164,123,98,1212,0,0,36,0,0,69,4
306,1235,27,225,70,63,9,17,59,8,4
53,48,29,218,6,3,246,0,0,197,8
144,181,31,114,32,27,1305,715,0,485,3
7,16,2,2,0,0,0,0,0,1,0
327,499,69,1386,126,154,13,4,13,60,61
65,193,41,929,3,2,100,1,1,420,4
10,44,1,0,1,0,13,1,2,1,0
25,70,55,108,31,26,15,13,36,8,18
247,411,39,398,43,40,26,8,19,6,9
36,94,28,72,0,0,77,0,0,27,0
20,35,22,80,11,6,9,0,0,9,1
1117,1150,112,2184,154,243,9,0,0,22,43
15,2,15,56,16,49,1,3,1,14,15
689,842,72,718,116,113,109,12,10,49,98
1134,1135,34,1318,15,17,22,0,0,31,5
9,18,8,1,2,0,0,0,0,0,2
162,488,13,74,36,233,95,1,0,94,0
432,428,28,379,12,15,40,0,0,32,3
19,0,253,267,0,0,312,12,11,250,0
2,1,3,2,0,0,2,0,0,0,0
115,167,10,35,260,238,96,23,26,40,104
18320,35,6,3705,1,132,0,6,6159,0,18
372,608,1,0,2,6,1176,0,0,266,1
103,141,54,179,4,3,3,0,0,9,1
87,176,2,25,0,0,565,0,0,142,1
1364,1396,42,919,63,123,593,4,10,568,32
84,0,100,682,2,2,39,0,0,220,0
153,321,22,131,0,0,266,0,0,180,0
24,75,19,154,9,10,85,0,0,13,3
14,27,16,40,3,4,0,0,0,7,0
24,16,8,92,63,124,18,6,53,70,25
40,35,17,269,19,11,2,0,0,11,5
22,0,8,19,0,0,161,5,30,9,0
3,1,28,117,0,0,29,0,0,63,0
211,323,48,211,119,102,74,12,21,3,27
3,6,3,24,0,0,0,0,0,5,0
109,87,20,405,74,195,12,2,2,142,3
24,30,8,41,3,3,17,1,3,3,0
268,541,17,319,7,49,375,0,0,120,2
300,430,10,54,94,150,67,1,15,41,32
274,382,1,0,0,0,714,0,0,306,0
539,657,50,1471,73,631,1549,8,4,319,111
79,112,4,89,26,149,174,0,0,93,0
2,0,2,1,2,0,0,0,0,1,2
40,42,40,561,48,38,19,0,0,35,12
48,102,10,123,0,0,186,1,12,511,0
254,300,38,995,80,745,474,5,24,509,42
1,0,1,0,49,38,1,0,0,9,1
72,63,23,735,52,189,342,19,77,250,8
12,66,2,32,59,4,0,0,0,10,18
124,316,32,680,6,6,226,1,0,450,8
63,65,26,185,52,62,132,0,0,35,10
160,184,39,989,72,53,51,28,73,66,18
3,19,12,10,15,28,0,0,0,12,12
290,72,4,81,2,29,11,0,0,31,0
339,815,5,131,0,0,36,0,0,10,0
1,4,1,0,0,0,0,3,0,0,0
272,198,97,921,127,91,86,0,0,48,109
380,798,5,32,24,29,483,0,0,414,0
20,3,22,57,0,0,212,0,0,147,0
145,172,41,157,125,121,63,12,44,18,13
1,5,1,0,0,0,158,0,0,96,0
236,231,2,12,1,1,1004,0,0,393,0
31,0,182,682,0,0,1044,0,0,1743,0
10,0,19,29,2,1,10,23,14,10,2
7,57,54,71,32,35,32,22,12,7,0
47,991,1,0,0,0,300,0,0,7,0
52,0,5,173,5,4,1,0,0,3,0
461,1136,13,176,18,44,35,2,18,9,4
125,36,70,3316,119,167,56,22,503,603,208
22,44,9,201,0,0,114,0,0,81,1
6,0,10,7,37,33,32,0,0,2,3
1956,4999,67,820,55,128,157,0,0,209,15
462,1275,26,386,9,41,558,0,0,189,4
43,128,68,277,191,222,25,44,80,8,97
488,1148,32,235,48,46,8,15,52,15,6
33,28,37,196,31,45,2,0,0,1,11
130,94,1,0,7,3,519,0,0,149,0
457,1109,45,295,21,7,2,6,26,15,3
15,1,11,17,38,131,0,0,0,4,9
41,48,3,171,6,3,2,0,0,1,1
68,3,11,159,0,0,883,1,0,109,3
145,238,16,98,4,5,33,0,0,35,3
1104,1298,33,583,256,230,8,6,80,38,73
28,0,19,261,20,19,5,0,0,7,2
1,0,1,0,0,0,0,0,0,0,0
22,0,16,119,1,1,1,0,0,5,0
419,423,12,295,149,628,790,9,13,173,74
1505,1824,59,243,3,4,139,1,1,103,5
501,1256,30,2010,0,0,2,9,64,492,17
3,2,4,60,0,0,0,0,0,4,0
65,118,150,89,0,0,3,0,0,110,0
250,512,118,370,0,0,102,0,0,287,1
26,76,10,24,88,46,49,0,0,10,10
1,0,40,25,0,0,0,0,0,17,0
30,75,10,69,3,1,23,0,0,7,0
1,0,1,0,31,3,0,1,0,2,0
724,1602,63,339,35,18,10,1,0,39,31
36,0,21,39,0,0,138,0,0,35,0
199,231,9,313,24,408,2325,3,32,567,11
3,16,9,109,18,5,3,1,1,9,0
41,131,59,173,17,10,58,6,5,11,5
41,0,3,62,0,0,0,0,0,4,2
28,0,91,132,0,0,78,0,0,21,0
25,17,18,59,38,24,246,1,0,29,6
8,71,10,32,10,15,0,0,0,1,2
4,7,12,3,7,2,4,10,0,26,5
96,462,10,59,11,10,25,6,15,3,0
33,60,8,311,6,11,121,0,0,92,9
172,408,110,760,0,0,19,0,0,460,0
10,24,10,38,3,7,0,0,0,17,3
17,0,4,47,8,103,150,0,0,344,8
26,11,34,516,9,119,235,0,0,693,8
27,9,21,286,1,19,399,0,0,871,0
597,420,13,1515,141,200,4,25,20,47,47
184,395,7,85,12,16,0,0,0,8,0
24,19,102,515,0,0,37,0,0,492,0
76,97,7,31,7,9,160,3,0,313,1
184,279,11,222,10,10,6,0,0,7,3
306,330,30,932,7,2,9,1,0,84,3
6,6,10,33,4,7,2,0,0,5,3
81,13,6,174,2,16,0,0,0,17,1
47,92,65,222,27,3,7,0,0,59,27
818,1887,7,165,24,18,2,0,0,9,7
35,63,16,143,0,0,74,0,0,42,0
276,640,28,179,37,90,10,1,1,271,11
911,1306,67,1520,4,5,1899,0,0,739,9
141,168,20,122,3,2,14,0,0,10,2
7,36,47,16,25,11,1,11,6,1,24
12,32,28,102,11,13,17,5,17,1,4
397,396,63,1442,53,63,12,15,14,74,65
88,0,24,36,14,4,6,0,0,5,1
199,684,2,1,2,4,122,1,0,46,1
27,29,5,21,26,37,102,0,0,22,0
398,735,63,944,28,22,2,0,0,11,24
23,41,8,104,14,14,3,0,0,5,5
522,0,16,198,5,6,2087,84,101,279,12
107,243,74,121,0,0,159,0,0,89,0
2903,223,6,159,21,111,71,3,14,27,4
31,80,2,1,17,38,18,0,0,2,0
241,239,18,736,77,137,6,17,150,72,3
39,25,6,79,9,8,5,5,29,27,1
60,13,21,184,0,0,393,0,0,454,0
23,30,1,0,10,50,203,0,0,36,0
16,19,5,77,0,0,2,0,0,23,0
4,5,2,2,1,0,0,0,0,1,0
37,60,16,227,39,105,226,0,0,193,3
31,42,23,321,34,95,247,0,0,178,7
2,5,2,0,1,1,0,0,0,1,0
291,576,3,16,0,0,160,0,0,22,0
112,127,12,374,59,72,15,4,8,7,0
323,355,34,213,95,142,233,22,79,27,25
616,597,145,4258,264,313,32,13,121,115,220
308,604,40,383,0,0,0,0,0,73,1
23,0,44,408,4,7,93,0,0,847,0
125,76,59,114,84,183,34,25,41,1,63
462,575,105,333,155,207,167,3,4,21,59
366,836,4,26,1,8,443,0,0,158,1
44,76,2,67,0,0,1,0,0,5,0
101,188,8,31,20,18,62,0,0,2,1
20,22,8,4,2,0,0,0,0,2,2
1,0,1,0,3,24,0,0,0,15,0
95,494,26,355,4,4,14,1,0,14,2
141,172,106,901,31,37,9,13,49,17,6
7,14,3,22,0,0,23,0,0,6,0
312,1087,88,186,21,5,11,0,0,78,17
159,691,29,82,0,0,0,0,0,2,0
32,68,30,140,0,0,167,3,0,30,2
2697,2447,74,2844,173,185,45,9,203,24,152
552,1439,15,199,33,38,11,2,14,19,4
296,263,4,13,0,0,848,0,0,275,0
106,135,2,12,1,2,58,0,0,4,0
339,870,9,8,17,27,904,17,10,1170,3
32,139,11,50,24,15,0,0,0,9,6
7,1,1,0,17,119,49,0,0,50,0
34,65,52,67,54,67,4,1,1,2,14
40,122,5,1,266,183,65,3,1,3,28
492,1187,2,15,11,55,496,0,0,64,3
261,561,6,19,7,5,689,0,0,879,1
44,106,11,62,2,2,1,1,3,2,3
302,1166,23,60,22,26,328,1,17,375,2
4,1,1,0,1,12,0,0,0,15,1
